date,rank,song,artist,last-week,peak-rank,weeks-on-board
4/16/2011,46,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,45,13,30
4/16/2011,47,Rocketeer,Far*East Movement Featuring Ryan Tedder,41,7,18
4/16/2011,48,Marry Me,Train,44,34,20
4/16/2011,49,Price Tag,Jessie J Featuring B.o.B,50,49,9
4/16/2011,50,I Won't Let Go,Rascal Flatts,54,50,10
4/9/2011,1,E.T.,Katy Perry Featuring Kanye West,2,1,7
4/9/2011,2,S&M,Rihanna Featuring Britney Spears,3,2,11
4/9/2011,3,F**k You! (Forget You),CeeLo Green,4,2,31
4/9/2011,4,Born This Way,Lady Gaga,1,1,7
4/9/2011,5,Just Can't Get Enough,The Black Eyed Peas,5,5,6
4/9/2011,6,No Sleep,Wiz Khalifa,,6,1
4/9/2011,7,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,8,7,8
4/9/2011,8,F**kin' Perfect,P!nk,7,2,13
4/9/2011,9,Down On Me,Jeremih Featuring 50 Cent,10,9,20
4/9/2011,10,On The Floor,Jennifer Lopez Featuring Pitbull,13,5,5
4/9/2011,11,Blow,Ke$ha,11,7,10
4/9/2011,12,Grenade,Bruno Mars,9,1,26
4/9/2011,13,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,12,4,18
4/9/2011,14,Firework,Katy Perry,15,1,23
4/9/2011,15,Moment 4 Life,Nicki Minaj Featuring Drake,18,13,15
4/9/2011,16,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,17,7,26
4/9/2011,17,Rolling In The Deep,Adele,26,13,12
4/9/2011,18,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,14,11,18
4/9/2011,19,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,22,4,8
4/9/2011,20,More,Usher,20,15,16
4/9/2011,21,Jar Of Hearts,Christina Perri,19,17,26
4/9/2011,22,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,23,9,4
4/9/2011,23,What The Hell,Avril Lavigne,21,11,11
4/9/2011,24,Pretty Girl Rock,Keri Hilson,27,24,18
4/9/2011,25,All Of The Lights,Kanye West,25,25,13
4/9/2011,26,Next To You,Chris Brown Featuring Justin Bieber,,26,1
4/9/2011,27,Written In The Stars,Tinie Tempah Featuring Eric Turner,39,27,6
4/9/2011,28,Who Says,Selena Gomez & The Scene,24,24,2
4/9/2011,29,Roll Up,Wiz Khalifa,45,29,7
4/9/2011,30,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,28,9,15
4/9/2011,31,The Show Goes On,Lupe Fiasco,31,31,13
4/9/2011,32,Just The Way You Are,Bruno Mars,30,1,36
4/9/2011,33,Best Love Song,T-Pain Featuring Chris Brown,,33,1
4/9/2011,34,Raise Your Glass,P!nk,29,1,25
4/9/2011,35,Are You Gonna Kiss Me Or Not,Thompson Square,32,32,15
4/9/2011,36,Colder Weather,Zac Brown Band,38,36,10
4/9/2011,37,The Lazy Song,Bruno Mars,55,37,5
4/9/2011,38,Black And Yellow,Wiz Khalifa,34,1,25
4/9/2011,39,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,40,34,21
4/9/2011,40,Yeah 3X,Chris Brown,41,15,22
4/9/2011,41,Rocketeer,Far*East Movement Featuring Ryan Tedder,33,7,17
4/9/2011,42,Stereo Love,Edward Maya & Vika Jigulina,42,16,25
4/9/2011,43,Backseat,New Boyz Featuring The Cataracs & Dev,48,37,6
4/9/2011,44,Marry Me,Train,35,34,19
4/9/2011,45,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,44,13,29
4/9/2011,46,Dynamite,Taio Cruz,47,2,43
4/9/2011,47,For The First Time,The Script,50,45,13
4/9/2011,48,Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,51,48,5
4/9/2011,49,Let Me Down Easy,Billy Currington,49,46,18
4/9/2011,50,Price Tag,Jessie J Featuring B.o.B,54,50,8
4/2/2011,1,Born This Way,Lady Gaga,1,1,6
4/2/2011,2,E.T.,Katy Perry Featuring Kanye West,3,2,6
4/2/2011,3,S&M,Rihanna Featuring Britney Spears,4,3,10
4/2/2011,4,F**k You! (Forget You),CeeLo Green,2,2,30
4/2/2011,5,Just Can't Get Enough,The Black Eyed Peas,22,5,5
4/2/2011,6,Loser Like Me,Glee Cast,,6,1
4/2/2011,7,F**kin' Perfect,P!nk,6,2,12
4/2/2011,8,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,12,8,7
4/2/2011,9,Grenade,Bruno Mars,7,1,25
4/2/2011,10,Down On Me,Jeremih Featuring 50 Cent,13,10,19
4/2/2011,11,Blow,Ke$ha,10,7,9
4/2/2011,12,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,8,4,17
4/2/2011,13,On The Floor,Jennifer Lopez Featuring Pitbull,5,5,4
4/2/2011,14,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,11,11,17
4/2/2011,15,Firework,Katy Perry,14,1,22
4/2/2011,16,Get It Right,Glee Cast,,16,1
4/2/2011,17,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,15,7,25
4/2/2011,18,Moment 4 Life,Nicki Minaj Featuring Drake,17,13,14
4/2/2011,19,Jar Of Hearts,Christina Perri,19,17,25
4/2/2011,20,More,Usher,20,15,15
4/2/2011,21,What The Hell,Avril Lavigne,18,11,10
4/2/2011,22,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,16,4,7
4/2/2011,23,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,9,9,3
4/2/2011,24,Who Says,Selena Gomez & The Scene,,24,1
4/2/2011,25,All Of The Lights,Kanye West,28,25,12
4/2/2011,26,Rolling In The Deep,Adele,25,13,11
4/2/2011,27,Pretty Girl Rock,Keri Hilson,24,24,17
4/2/2011,28,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,21,9,14
4/2/2011,29,Raise Your Glass,P!nk,32,1,24
4/2/2011,30,Just The Way You Are,Bruno Mars,26,1,35
4/2/2011,31,The Show Goes On,Lupe Fiasco,40,31,12
4/2/2011,32,Are You Gonna Kiss Me Or Not,Thompson Square,33,32,14
4/2/2011,33,Rocketeer,Far*East Movement Featuring Ryan Tedder,27,7,16
4/2/2011,34,Black And Yellow,Wiz Khalifa,29,1,24
4/2/2011,35,Marry Me,Train,44,34,18
4/2/2011,36,Raise Your Glass,Glee Cast,,36,1
4/2/2011,37,Blackbird,Glee Cast,,37,1
4/2/2011,38,Colder Weather,Zac Brown Band,38,38,9
4/2/2011,39,Written In The Stars,Tinie Tempah Featuring Eric Turner,45,39,5
4/2/2011,40,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,34,34,20
4/2/2011,41,Yeah 3X,Chris Brown,31,15,21
4/2/2011,42,Stereo Love,Edward Maya & Vika Jigulina,39,16,24
4/2/2011,43,Hold It Against Me,Britney Spears,30,1,10
4/2/2011,44,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,36,13,28
4/2/2011,45,Roll Up,Wiz Khalifa,54,45,6
4/2/2011,46,What's My Name?,Rihanna Featuring Drake,35,1,22
4/2/2011,47,Dynamite,Taio Cruz,41,2,42
4/2/2011,48,Backseat,New Boyz Featuring The Cataracs & Dev,49,37,5
4/2/2011,49,Let Me Down Easy,Billy Currington,47,46,17
4/2/2011,50,For The First Time,The Script,51,45,12
3/26/2011,1,Born This Way,Lady Gaga,1,1,5
3/26/2011,2,F**k You! (Forget You),CeeLo Green,2,2,29
3/26/2011,3,E.T.,Katy Perry Featuring Kanye West,8,3,5
3/26/2011,4,S&M,Rihanna Featuring Britney Spears,3,3,9
3/26/2011,5,On The Floor,Jennifer Lopez Featuring Pitbull,5,5,3
3/26/2011,6,F**kin' Perfect,P!nk,4,2,11
3/26/2011,7,Grenade,Bruno Mars,6,1,24
3/26/2011,8,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,9,4,16
3/26/2011,9,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,20,9,2
3/26/2011,10,Blow,Ke$ha,7,7,8
3/26/2011,11,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,22,11,16
3/26/2011,12,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,15,11,6
3/26/2011,13,Down On Me,Jeremih Featuring 50 Cent,12,12,18
3/26/2011,14,Firework,Katy Perry,10,1,21
3/26/2011,15,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,14,7,24
3/26/2011,16,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,11,4,6
3/26/2011,17,Moment 4 Life,Nicki Minaj Featuring Drake,13,13,13
3/26/2011,18,What The Hell,Avril Lavigne,23,11,9
3/26/2011,19,Jar Of Hearts,Christina Perri,17,17,24
3/26/2011,20,More,Usher,19,15,14
3/26/2011,21,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,24,9,13
3/26/2011,22,Just Can't Get Enough,The Black Eyed Peas,38,22,4
3/26/2011,23,Landslide,Glee Cast Featuring Gwyneth Paltrow,,23,1
3/26/2011,24,Pretty Girl Rock,Keri Hilson,27,24,16
3/26/2011,25,Rolling In The Deep,Adele,18,13,10
3/26/2011,26,Just The Way You Are,Bruno Mars,25,1,34
3/26/2011,27,Rocketeer,Far*East Movement Featuring Ryan Tedder,21,7,15
3/26/2011,28,All Of The Lights,Kanye West,29,28,11
3/26/2011,29,Black And Yellow,Wiz Khalifa,26,1,23
3/26/2011,30,Hold It Against Me,Britney Spears,16,1,9
3/26/2011,31,Yeah 3X,Chris Brown,28,15,20
3/26/2011,32,Raise Your Glass,P!nk,31,1,23
3/26/2011,33,Are You Gonna Kiss Me Or Not,Thompson Square,36,33,13
3/26/2011,34,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,34,34,19
3/26/2011,35,What's My Name?,Rihanna Featuring Drake,30,1,21
3/26/2011,36,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,35,13,27
3/26/2011,37,Back To December,Taylor Swift,32,6,20
3/26/2011,38,Colder Weather,Zac Brown Band,42,38,8
3/26/2011,39,Stereo Love,Edward Maya & Vika Jigulina,43,16,23
3/26/2011,40,The Show Goes On,Lupe Fiasco,39,39,11
3/26/2011,41,Dynamite,Taio Cruz,41,2,41
3/26/2011,42,Only Girl (In The World),Rihanna,40,1,27
3/26/2011,43,We R Who We R,Ke$ha,37,1,20
3/26/2011,44,Marry Me,Train,44,34,17
3/26/2011,45,Written In The Stars,Tinie Tempah Featuring Eric Turner,52,45,4
3/26/2011,46,Waiting For The End,Linkin Park,45,42,23
3/26/2011,47,Let Me Down Easy,Billy Currington,46,46,16
3/26/2011,48,Never Say Never,Justin Bieber Featuring Jaden Smith,33,8,13
3/26/2011,49,Backseat,New Boyz Featuring The Cataracs & Dev,50,37,4
3/26/2011,50,A Little Bit Stronger,Sara Evans,67,50,11
3/19/2011,1,Born This Way,Lady Gaga,1,1,4
3/19/2011,2,F**k You! (Forget You),CeeLo Green,2,2,28
3/19/2011,3,S&M,Rihanna Featuring Britney Spears,5,3,8
3/19/2011,4,F**kin' Perfect,P!nk,4,2,10
3/19/2011,5,On The Floor,Jennifer Lopez Featuring Pitbull,9,5,2
3/19/2011,6,Grenade,Bruno Mars,3,1,23
3/19/2011,7,Blow,Ke$ha,11,7,7
3/19/2011,8,E.T.,Katy Perry Featuring Kanye West,8,8,4
3/19/2011,9,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,7,4,15
3/19/2011,10,Firework,Katy Perry,6,1,20
3/19/2011,11,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,10,4,5
3/19/2011,12,Down On Me,Jeremih Featuring 50 Cent,20,12,17
3/19/2011,13,Moment 4 Life,Nicki Minaj Featuring Drake,15,13,12
3/19/2011,14,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,14,7,23
3/19/2011,15,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,24,11,5
3/19/2011,16,Hold It Against Me,Britney Spears,12,1,8
3/19/2011,17,Jar Of Hearts,Christina Perri,21,17,23
3/19/2011,18,Rolling In The Deep,Adele,13,13,9
3/19/2011,19,More,Usher,17,15,13
3/19/2011,20,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,,20,1
3/19/2011,21,Rocketeer,Far*East Movement Featuring Ryan Tedder,16,7,14
3/19/2011,22,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,19,12,15
3/19/2011,23,What The Hell,Avril Lavigne,22,11,8
3/19/2011,24,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,28,9,12
3/19/2011,25,Just The Way You Are,Bruno Mars,25,1,33
3/19/2011,26,Black And Yellow,Wiz Khalifa,18,1,22
3/19/2011,27,Pretty Girl Rock,Keri Hilson,33,27,15
3/19/2011,28,Yeah 3X,Chris Brown,27,15,19
3/19/2011,29,All Of The Lights,Kanye West,31,29,10
3/19/2011,30,What's My Name?,Rihanna Featuring Drake,26,1,20
3/19/2011,31,Raise Your Glass,P!nk,30,1,22
3/19/2011,32,Back To December,Taylor Swift,29,6,19
3/19/2011,33,Never Say Never,Justin Bieber Featuring Jaden Smith,23,8,12
3/19/2011,34,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,35,34,18
3/19/2011,35,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,32,13,26
3/19/2011,36,Are You Gonna Kiss Me Or Not,Thompson Square,40,36,12
3/19/2011,37,We R Who We R,Ke$ha,34,1,19
3/19/2011,38,Just Can't Get Enough,The Black Eyed Peas,66,38,3
3/19/2011,39,The Show Goes On,Lupe Fiasco,41,39,10
3/19/2011,40,Only Girl (In The World),Rihanna,36,1,26
3/19/2011,41,Dynamite,Taio Cruz,37,2,40
3/19/2011,42,Colder Weather,Zac Brown Band,46,42,7
3/19/2011,43,Stereo Love,Edward Maya & Vika Jigulina,38,16,22
3/19/2011,44,Marry Me,Train,45,34,16
3/19/2011,45,Waiting For The End,Linkin Park,47,42,22
3/19/2011,46,Let Me Down Easy,Billy Currington,51,46,15
3/19/2011,47,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,43,4,34
3/19/2011,48,Teenage Dream,Katy Perry,44,1,33
3/19/2011,49,Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,82,49,2
3/19/2011,50,Backseat,New Boyz Featuring The Cataracs & Dev,39,37,3
3/12/2011,1,Born This Way,Lady Gaga,1,1,3
3/12/2011,2,F**k You! (Forget You),CeeLo Green,2,2,27
3/12/2011,3,Grenade,Bruno Mars,3,1,22
3/12/2011,4,F**kin' Perfect,P!nk,6,2,9
3/12/2011,5,S&M,Rihanna Featuring Britney Spears,7,5,7
3/12/2011,6,Firework,Katy Perry,5,1,19
3/12/2011,7,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,9,4,14
3/12/2011,8,E.T.,Katy Perry Featuring Kanye West,28,8,3
3/12/2011,9,On The Floor,Jennifer Lopez Featuring Pitbull,,9,1
3/12/2011,10,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,4,4,4
3/12/2011,11,Blow,Ke$ha,32,11,6
3/12/2011,12,Hold It Against Me,Britney Spears,11,1,7
3/12/2011,13,Rolling In The Deep,Adele,26,13,8
3/12/2011,14,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,17,7,22
3/12/2011,15,Moment 4 Life,Nicki Minaj Featuring Drake,18,15,11
3/12/2011,16,Rocketeer,Far*East Movement Featuring Ryan Tedder,16,7,13
3/12/2011,17,More,Usher,15,15,12
3/12/2011,18,Black And Yellow,Wiz Khalifa,10,1,21
3/12/2011,19,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,22,12,14
3/12/2011,20,Down On Me,Jeremih Featuring 50 Cent,25,20,16
3/12/2011,21,Jar Of Hearts,Christina Perri,21,21,22
3/12/2011,22,What The Hell,Avril Lavigne,13,11,7
3/12/2011,23,Never Say Never,Justin Bieber Featuring Jaden Smith,8,8,11
3/12/2011,24,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,31,11,4
3/12/2011,25,Just The Way You Are,Bruno Mars,14,1,32
3/12/2011,26,What's My Name?,Rihanna Featuring Drake,12,1,19
3/12/2011,27,Yeah 3X,Chris Brown,19,15,18
3/12/2011,28,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,20,9,11
3/12/2011,29,Back To December,Taylor Swift,24,6,18
3/12/2011,30,Raise Your Glass,P!nk,23,1,21
3/12/2011,31,All Of The Lights,Kanye West,54,31,9
3/12/2011,32,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,29,13,25
3/12/2011,33,Pretty Girl Rock,Keri Hilson,34,31,14
3/12/2011,34,We R Who We R,Ke$ha,30,1,18
3/12/2011,35,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,38,35,17
3/12/2011,36,Only Girl (In The World),Rihanna,35,1,25
3/12/2011,37,Dynamite,Taio Cruz,40,2,39
3/12/2011,38,Stereo Love,Edward Maya & Vika Jigulina,42,16,21
3/12/2011,39,Backseat,New Boyz Featuring The Cataracs & Dev,37,37,2
3/12/2011,40,Are You Gonna Kiss Me Or Not,Thompson Square,48,40,11
3/12/2011,41,The Show Goes On,Lupe Fiasco,44,41,9
3/12/2011,42,Higher,Taio Cruz Featuring Travie McCoy,33,24,11
3/12/2011,43,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,41,4,33
3/12/2011,44,Teenage Dream,Katy Perry,39,1,32
3/12/2011,45,Marry Me,Train,43,34,15
3/12/2011,46,Colder Weather,Zac Brown Band,52,46,6
3/12/2011,47,Waiting For The End,Linkin Park,50,42,21
3/12/2011,48,The Time (Dirty Bit),The Black Eyed Peas,36,4,16
3/12/2011,49,Don't You Want Me,Glee Cast,,49,1
3/12/2011,50,Just A Dream,Nelly,46,3,28
3/5/2011,1,Born This Way,Lady Gaga,1,1,2
3/5/2011,2,F**k You! (Forget You),CeeLo Green,7,2,26
3/5/2011,3,Grenade,Bruno Mars,3,1,21
3/5/2011,4,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,32,4,3
3/5/2011,5,Firework,Katy Perry,2,1,18
3/5/2011,6,F**kin' Perfect,P!nk,5,2,8
3/5/2011,7,S&M,Rihanna Featuring Britney Spears,8,7,6
3/5/2011,8,Never Say Never,Justin Bieber Featuring Jaden Smith,25,8,10
3/5/2011,9,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,6,4,13
3/5/2011,10,Black And Yellow,Wiz Khalifa,4,1,20
3/5/2011,11,Hold It Against Me,Britney Spears,10,1,6
3/5/2011,12,What's My Name?,Rihanna Featuring Drake,13,1,18
3/5/2011,13,What The Hell,Avril Lavigne,11,11,6
3/5/2011,14,Just The Way You Are,Bruno Mars,15,1,31
3/5/2011,15,More,Usher,21,15,11
3/5/2011,16,Rocketeer,Far*East Movement Featuring Ryan Tedder,14,7,12
3/5/2011,17,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,12,7,21
3/5/2011,18,Moment 4 Life,Nicki Minaj Featuring Drake,19,18,10
3/5/2011,19,Yeah 3X,Chris Brown,22,15,17
3/5/2011,20,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,16,9,10
3/5/2011,21,Jar Of Hearts,Christina Perri,27,21,21
3/5/2011,22,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,26,12,13
3/5/2011,23,Raise Your Glass,P!nk,17,1,20
3/5/2011,24,Back To December,Taylor Swift,24,6,17
3/5/2011,25,Down On Me,Jeremih Featuring 50 Cent,31,25,15
3/5/2011,26,Rolling In The Deep,Adele,41,26,7
3/5/2011,27,The Cave,Mumford & Sons,68,27,3
3/5/2011,28,E.T.,Katy Perry Featuring Kanye West,,28,2
3/5/2011,29,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,28,13,24
3/5/2011,30,We R Who We R,Ke$ha,20,1,17
3/5/2011,31,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,29,11,3
3/5/2011,32,Blow,Ke$ha,51,32,5
3/5/2011,33,Higher,Taio Cruz Featuring Travie McCoy,30,24,10
3/5/2011,34,Pretty Girl Rock,Keri Hilson,36,31,13
3/5/2011,35,Only Girl (In The World),Rihanna,33,1,24
3/5/2011,36,The Time (Dirty Bit),The Black Eyed Peas,9,4,15
3/5/2011,37,Backseat,New Boyz Featuring The Cataracs & Dev,,37,1
3/5/2011,38,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,39,35,16
3/5/2011,39,Teenage Dream,Katy Perry,46,1,31
3/5/2011,40,Dynamite,Taio Cruz,37,2,38
3/5/2011,41,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,40,4,32
3/5/2011,42,Stereo Love,Edward Maya & Vika Jigulina,35,16,20
3/5/2011,43,Marry Me,Train,42,34,14
3/5/2011,44,The Show Goes On,Lupe Fiasco,57,44,8
3/5/2011,45,Little Lion Man,Mumford & Sons,,45,22
3/5/2011,46,Just A Dream,Nelly,43,3,27
3/5/2011,47,Baby,Glee Cast,,47,1
3/5/2011,48,Are You Gonna Kiss Me Or Not,Thompson Square,53,42,10
3/5/2011,49,Sing,Glee Cast,,49,1
3/5/2011,50,Waiting For The End,Linkin Park,52,42,20
2/26/2011,1,Born This Way,Lady Gaga,,1,1
2/26/2011,2,Firework,Katy Perry,3,1,17
2/26/2011,3,Grenade,Bruno Mars,2,1,20
2/26/2011,4,Black And Yellow,Wiz Khalifa,1,1,19
2/26/2011,5,F**kin' Perfect,P!nk,4,2,7
2/26/2011,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,6,4,12
2/26/2011,7,F**k You! (Forget You),CeeLo Green,16,7,25
2/26/2011,8,S&M,Rihanna Featuring Britney Spears,31,8,5
2/26/2011,9,The Time (Dirty Bit),The Black Eyed Peas,19,4,14
2/26/2011,10,Hold It Against Me,Britney Spears,10,1,5
2/26/2011,11,What The Hell,Avril Lavigne,23,11,5
2/26/2011,12,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,9,7,20
2/26/2011,13,What's My Name?,Rihanna Featuring Drake,8,1,17
2/26/2011,14,Rocketeer,Far*East Movement Featuring Ryan Tedder,7,7,11
2/26/2011,15,Just The Way You Are,Bruno Mars,15,1,30
2/26/2011,16,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,18,9,9
2/26/2011,17,Raise Your Glass,P!nk,13,1,19
2/26/2011,18,Hit The Lights,Jay Sean Featuring Lil Wayne,,18,1
2/26/2011,19,Moment 4 Life,Nicki Minaj Featuring Drake,22,19,9
2/26/2011,20,We R Who We R,Ke$ha,12,1,16
2/26/2011,21,More,Usher,26,21,10
2/26/2011,22,Yeah 3X,Chris Brown,17,15,16
2/26/2011,23,I Do,Colbie Caillat,,23,1
2/26/2011,24,Back To December,Taylor Swift,20,6,16
2/26/2011,25,Never Say Never,Justin Bieber Featuring Jaden Smith,49,25,9
2/26/2011,26,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,14,12,12
2/26/2011,27,Jar Of Hearts,Christina Perri,25,22,20
2/26/2011,28,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,21,13,23
2/26/2011,29,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,11,11,2
2/26/2011,30,Higher,Taio Cruz Featuring Travie McCoy,24,24,9
2/26/2011,31,Down On Me,Jeremih Featuring 50 Cent,29,28,14
2/26/2011,32,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,5,5,2
2/26/2011,33,Only Girl (In The World),Rihanna,27,1,23
2/26/2011,34,Firework,Glee Cast,,34,1
2/26/2011,35,Stereo Love,Edward Maya & Vika Jigulina,28,16,19
2/26/2011,36,Pretty Girl Rock,Keri Hilson,32,31,12
2/26/2011,37,Dynamite,Taio Cruz,30,2,37
2/26/2011,38,Thriller / Heads Will Roll,Glee Cast,75,38,2
2/26/2011,39,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,36,35,15
2/26/2011,40,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,33,4,31
2/26/2011,41,Rolling In The Deep,Adele,64,41,6
2/26/2011,42,Marry Me,Train,34,34,13
2/26/2011,43,Just A Dream,Nelly,35,3,26
2/26/2011,44,Bills Bills Bills,Glee Cast,79,44,2
2/26/2011,45,Silly Love Songs,Glee Cast,,45,1
2/26/2011,46,Teenage Dream,Katy Perry,41,1,30
2/26/2011,47,When I Get You Alone,Glee Cast,,47,1
2/26/2011,48,Roll Up,Wiz Khalifa,,48,1
2/26/2011,49,Colder Weather,Zac Brown Band,55,49,4
2/26/2011,50,Somewhere With You,Kenny Chesney,37,31,15
2/19/2011,1,Black And Yellow,Wiz Khalifa,4,1,18
2/19/2011,2,Grenade,Bruno Mars,1,1,19
2/19/2011,3,Firework,Katy Perry,3,1,16
2/19/2011,4,F**kin' Perfect,P!nk,2,2,6
2/19/2011,5,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,,5,1
2/19/2011,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,5,4,11
2/19/2011,7,Rocketeer,Far*East Movement Featuring Ryan Tedder,9,7,10
2/19/2011,8,What's My Name?,Rihanna Featuring Drake,6,1,16
2/19/2011,9,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,7,7,19
2/19/2011,10,Hold It Against Me,Britney Spears,8,1,4
2/19/2011,11,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,,11,1
2/19/2011,12,We R Who We R,Ke$ha,10,1,15
2/19/2011,13,Raise Your Glass,P!nk,11,1,18
2/19/2011,14,Coming Home,Diddy - Dirty Money Featuring Skylar Grey,12,12,11
2/19/2011,15,Just The Way You Are,Bruno Mars,13,1,29
2/19/2011,16,F**k You! (Forget You),CeeLo Green,19,9,24
2/19/2011,17,Yeah 3X,Chris Brown,16,15,15
2/19/2011,18,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,17,9,8
2/19/2011,19,The Time (Dirty Bit),The Black Eyed Peas,14,4,13
2/19/2011,20,Back To December,Taylor Swift,18,6,15
2/19/2011,21,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,15,13,22
2/19/2011,22,Moment 4 Life,Nicki Minaj Featuring Drake,27,22,8
2/19/2011,23,What The Hell,Avril Lavigne,24,13,4
2/19/2011,24,Higher,Taio Cruz Featuring Travie McCoy,26,24,8
2/19/2011,25,Jar Of Hearts,Christina Perri,22,22,19
2/19/2011,26,More,Usher,23,23,9
2/19/2011,27,Only Girl (In The World),Rihanna,21,1,22
2/19/2011,28,Stereo Love,Edward Maya & Vika Jigulina,20,16,18
2/19/2011,29,Down On Me,Jeremih Featuring 50 Cent,28,28,13
2/19/2011,30,Dynamite,Taio Cruz,25,2,36
2/19/2011,31,S&M,Rihanna Featuring Britney Spears,66,31,4
2/19/2011,32,Pretty Girl Rock,Keri Hilson,31,31,11
2/19/2011,33,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,30,4,30
2/19/2011,34,Marry Me,Train,38,34,12
2/19/2011,35,Just A Dream,Nelly,29,3,25
2/19/2011,36,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,35,35,14
2/19/2011,37,Somewhere With You,Kenny Chesney,33,31,14
2/19/2011,38,Rhythm of Love,Plain White T's,40,38,21
2/19/2011,39,Bottoms Up,Trey Songz Featuring Nicki Minaj,32,6,26
2/19/2011,40,Who Dat Girl,Flo Rida Featuring Akon,34,29,10
2/19/2011,41,Teenage Dream,Katy Perry,37,1,29
