date,rank,song,artist,last-week,peak-rank,weeks-on-board
3/21/1992,29,Human Touch/Better Days,Bruce Springsteen,,29,1
3/21/1992,30,I'll Get By,Eddie Money,23,21,14
3/21/1992,31,Romeo & Juliet,Stacy Earl (Featuring The Wild Pair),36,31,5
3/21/1992,32,Finally,CeCe Peniston,25,5,26
3/21/1992,33,Ain't 2 Proud 2 Beg,TLC,48,33,5
3/21/1992,34,Mysterious Ways,U2,31,9,18
3/21/1992,35,I Can't Make You Love Me,Bonnie Raitt,32,18,18
3/21/1992,36,Again Tonight,John Mellencamp,39,36,8
3/21/1992,37,Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),43,37,6
3/21/1992,38,Too Much Passion,The Smithereens,40,38,7
3/21/1992,39,I'm The One You Need,Jody Watley,57,39,3
3/21/1992,40,Mama I'm Coming Home,Ozzy Osbourne,42,40,6
3/21/1992,41,One,U2,76,41,2
3/21/1992,42,Stay,Jodeci,45,41,12
3/21/1992,43,Church Of Your Heart,Roxette,47,43,4
3/21/1992,44,Stars,Simply Red,44,44,9
3/21/1992,45,The Way I Feel About You,Karyn White,29,12,17
3/21/1992,46,2 Legit 2 Quit,M.C. Hammer,37,5,20
3/21/1992,47,Can't Let Go,Mariah Carey,35,2,19
3/21/1992,48,Vibeology,Paula Abdul,28,16,10
3/21/1992,49,Is It Good To You,Heavy D & The Boyz,50,32,18
3/21/1992,50,Live And Learn,Joe Public,63,50,2
3/14/1992,1,To Be With You,Mr. Big,1,1,13
3/14/1992,2,I'm Too Sexy,Right Said Fred,2,1,13
3/14/1992,3,Remember The Time,Michael Jackson,3,3,8
3/14/1992,4,Save The Best For Last,Vanessa Williams,5,4,7
3/14/1992,5,Tears In Heaven,Eric Clapton,6,5,6
3/14/1992,6,I Love Your Smile,Shanice,4,2,17
3/14/1992,7,Masterpiece,Atlantic Starr,8,7,7
3/14/1992,8,Tell Me What You Want Me To Do,Tevin Campbell,9,6,19
3/14/1992,9,Diamonds And Pearls,Prince And The N.P.G.,7,3,15
3/14/1992,10,Good For Me,Amy Grant,10,10,9
3/14/1992,11,I Can't Dance,Genesis,15,11,7
3/14/1992,12,Missing You Now,Michael Bolton,13,12,8
3/14/1992,13,Justified And Ancient,The KLF Featuring Tammy Wynette,19,13,7
3/14/1992,14,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,18,14,11
3/14/1992,15,Beauty And The Beast,Celine Dion And Peabo Bryson,24,15,9
3/14/1992,16,If You Go Away,NKOTB,36,16,4
3/14/1992,17,Uhh Ahh,Boyz II Men,16,16,14
3/14/1992,18,Don't Let The Sun Go Down On Me,George Michael/Elton John,11,1,15
3/14/1992,19,Smells Like Teen Spirit,Nirvana,12,6,15
3/14/1992,20,Make It Happen,Mariah Carey,28,20,4
3/14/1992,21,All 4 Love,Color Me Badd,14,1,19
3/14/1992,22,Thinkin' Back,Color Me Badd,23,22,7
3/14/1992,23,I'll Get By,Eddie Money,21,21,13
3/14/1992,24,What Becomes Of The Brokenhearted,Paul Young,27,24,7
3/14/1992,25,Finally,CeCe Peniston,17,5,25
3/14/1992,26,Until Your Love Comes Back Around,RTZ,30,26,9
3/14/1992,27,Oochie Coochie,M.C. Brains,31,27,9
3/14/1992,28,Vibeology,Paula Abdul,20,16,9
3/14/1992,29,The Way I Feel About You,Karyn White,22,12,16
3/14/1992,30,We Got A Love Thang,CeCe Peniston,34,30,7
3/14/1992,31,Mysterious Ways,U2,25,9,17
3/14/1992,32,I Can't Make You Love Me,Bonnie Raitt,33,18,17
3/14/1992,33,Hazard,Richard Marx,38,33,5
3/14/1992,34,Everything Changes,Kathy Troccoli,37,34,4
3/14/1992,35,Can't Let Go,Mariah Carey,26,2,18
3/14/1992,36,Romeo & Juliet,Stacy Earl (Featuring The Wild Pair),40,36,4
3/14/1992,37,2 Legit 2 Quit,M.C. Hammer,29,5,19
3/14/1992,38,Paper Doll,P.M. Dawn,35,28,9
3/14/1992,39,Again Tonight,John Mellencamp,39,39,7
3/14/1992,40,Too Much Passion,The Smithereens,46,40,6
3/14/1992,41,Keep It Comin',Keith Sweat,32,17,16
3/14/1992,42,Mama I'm Coming Home,Ozzy Osbourne,51,42,5
3/14/1992,43,Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),50,43,5
3/14/1992,44,Stars,Simply Red,45,44,8
3/14/1992,45,Stay,Jodeci,43,41,11
3/14/1992,46,Move Any Mountain,The Shamen,41,38,14
3/14/1992,47,Church Of Your Heart,Roxette,60,47,3
3/14/1992,48,Ain't 2 Proud 2 Beg,TLC,66,48,4
3/14/1992,49,A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,44,44,10
3/14/1992,50,Is It Good To You,Heavy D & The Boyz,42,32,17
3/7/1992,1,To Be With You,Mr. Big,1,1,12
3/7/1992,2,I'm Too Sexy,Right Said Fred,2,1,12
3/7/1992,3,Remember The Time,Michael Jackson,4,3,7
3/7/1992,4,I Love Your Smile,Shanice,3,2,16
3/7/1992,5,Save The Best For Last,Vanessa Williams,11,5,6
3/7/1992,6,Tears In Heaven,Eric Clapton,12,6,5
3/7/1992,7,Diamonds And Pearls,Prince And The N.P.G.,5,3,14
3/7/1992,8,Masterpiece,Atlantic Starr,8,8,6
3/7/1992,9,Tell Me What You Want Me To Do,Tevin Campbell,6,6,18
3/7/1992,10,Good For Me,Amy Grant,13,10,8
3/7/1992,11,Don't Let The Sun Go Down On Me,George Michael/Elton John,7,1,14
3/7/1992,12,Smells Like Teen Spirit,Nirvana,9,6,14
3/7/1992,13,Missing You Now,Michael Bolton,15,13,7
3/7/1992,14,All 4 Love,Color Me Badd,10,1,18
3/7/1992,15,I Can't Dance,Genesis,21,15,6
3/7/1992,16,Uhh Ahh,Boyz II Men,18,16,13
3/7/1992,17,Finally,CeCe Peniston,14,5,24
3/7/1992,18,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,24,18,10
3/7/1992,19,Justified And Ancient,The KLF Featuring Tammy Wynette,25,19,6
3/7/1992,20,Vibeology,Paula Abdul,17,16,8
3/7/1992,21,I'll Get By,Eddie Money,23,21,12
3/7/1992,22,The Way I Feel About You,Karyn White,16,12,15
3/7/1992,23,Thinkin' Back,Color Me Badd,28,23,6
3/7/1992,24,Beauty And The Beast,Celine Dion And Peabo Bryson,32,24,8
3/7/1992,25,Mysterious Ways,U2,19,9,16
3/7/1992,26,Can't Let Go,Mariah Carey,20,2,17
3/7/1992,27,What Becomes Of The Brokenhearted,Paul Young,29,27,6
3/7/1992,28,Make It Happen,Mariah Carey,42,28,3
3/7/1992,29,2 Legit 2 Quit,M.C. Hammer,22,5,18
3/7/1992,30,Until Your Love Comes Back Around,RTZ,31,30,8
3/7/1992,31,Oochie Coochie,M.C. Brains,33,31,8
3/7/1992,32,Keep It Comin',Keith Sweat,26,17,15
3/7/1992,33,I Can't Make You Love Me,Bonnie Raitt,27,18,16
3/7/1992,34,We Got A Love Thang,CeCe Peniston,34,34,6
3/7/1992,35,Paper Doll,P.M. Dawn,30,28,8
3/7/1992,36,If You Go Away,NKOTB,52,36,3
3/7/1992,37,Everything Changes,Kathy Troccoli,49,37,3
3/7/1992,38,Hazard,Richard Marx,50,38,4
3/7/1992,39,Again Tonight,John Mellencamp,39,39,6
3/7/1992,40,Romeo & Juliet,Stacy Earl (Featuring The Wild Pair),55,40,3
3/7/1992,41,Move Any Mountain,The Shamen,38,38,13
3/7/1992,42,Is It Good To You,Heavy D & The Boyz,36,32,16
3/7/1992,43,Stay,Jodeci,41,41,10
3/7/1992,44,A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,45,44,9
3/7/1992,45,Stars,Simply Red,54,45,7
3/7/1992,46,Too Much Passion,The Smithereens,58,46,5
3/7/1992,47,On A Sunday Afternoon,Lighter Shade Of Brown,43,39,15
3/7/1992,48,Too Blind To See It,Kym Sims,47,38,17
3/7/1992,49,Kiss You Back,Digital Underground,48,40,17
3/7/1992,50,Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),60,50,4
2/29/1992,1,To Be With You,Mr. Big,2,1,11
2/29/1992,2,I'm Too Sexy,Right Said Fred,1,1,11
2/29/1992,3,I Love Your Smile,Shanice,3,2,15
2/29/1992,4,Remember The Time,Michael Jackson,5,4,6
2/29/1992,5,Diamonds And Pearls,Prince And The N.P.G.,4,3,13
2/29/1992,6,Tell Me What You Want Me To Do,Tevin Campbell,7,6,17
2/29/1992,7,Don't Let The Sun Go Down On Me,George Michael/Elton John,6,1,13
2/29/1992,8,Masterpiece,Atlantic Starr,15,8,5
2/29/1992,9,Smells Like Teen Spirit,Nirvana,8,6,13
2/29/1992,10,All 4 Love,Color Me Badd,9,1,17
2/29/1992,11,Save The Best For Last,Vanessa Williams,20,11,5
2/29/1992,12,Tears In Heaven,Eric Clapton,22,12,4
2/29/1992,13,Good For Me,Amy Grant,14,13,7
2/29/1992,14,Finally,CeCe Peniston,10,5,23
2/29/1992,15,Missing You Now,Michael Bolton,19,15,6
2/29/1992,16,The Way I Feel About You,Karyn White,12,12,14
2/29/1992,17,Vibeology,Paula Abdul,16,16,7
2/29/1992,18,Uhh Ahh,Boyz II Men,18,18,12
2/29/1992,19,Mysterious Ways,U2,13,9,15
2/29/1992,20,Can't Let Go,Mariah Carey,11,2,16
2/29/1992,21,I Can't Dance,Genesis,27,21,5
2/29/1992,22,2 Legit 2 Quit,M.C. Hammer,17,5,17
2/29/1992,23,I'll Get By,Eddie Money,23,23,11
2/29/1992,24,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,24,24,9
2/29/1992,25,Justified And Ancient,The KLF Featuring Tammy Wynette,26,25,5
2/29/1992,26,Keep It Comin',Keith Sweat,21,17,14
2/29/1992,27,I Can't Make You Love Me,Bonnie Raitt,25,18,15
2/29/1992,28,Thinkin' Back,Color Me Badd,30,28,5
2/29/1992,29,What Becomes Of The Brokenhearted,Paul Young,32,29,5
2/29/1992,30,Paper Doll,P.M. Dawn,28,28,7
2/29/1992,31,Until Your Love Comes Back Around,RTZ,31,31,7
2/29/1992,32,Beauty And The Beast,Celine Dion And Peabo Bryson,33,32,7
2/29/1992,33,Oochie Coochie,M.C. Brains,37,33,7
2/29/1992,34,We Got A Love Thang,CeCe Peniston,51,34,5
2/29/1992,35,Black Or White,Michael Jackson,29,1,15
2/29/1992,36,Is It Good To You,Heavy D & The Boyz,41,32,15
2/29/1992,37,Addams Groove,M.C. Hammer,36,7,13
2/29/1992,38,Move Any Mountain,The Shamen,39,38,12
2/29/1992,39,Again Tonight,John Mellencamp,50,39,5
2/29/1992,40,Live And Let Die,Guns N' Roses,34,33,11
2/29/1992,41,Stay,Jodeci,48,41,9
2/29/1992,42,Make It Happen,Mariah Carey,74,42,2
2/29/1992,43,On A Sunday Afternoon,Lighter Shade Of Brown,42,39,14
2/29/1992,44,There Will Never Be Another Tonight,Bryan Adams,35,31,11
2/29/1992,45,A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,46,45,8
2/29/1992,46,No Son Of Mine,Genesis,38,12,18
2/29/1992,47,Too Blind To See It,Kym Sims,47,38,16
2/29/1992,48,Kiss You Back,Digital Underground,44,40,16
2/29/1992,49,Everything Changes,Kathy Troccoli,73,49,2
2/29/1992,50,Hazard,Richard Marx,57,50,3
2/22/1992,1,I'm Too Sexy,Right Said Fred,1,1,10
2/22/1992,2,To Be With You,Mr. Big,5,2,10
2/22/1992,3,I Love Your Smile,Shanice,2,2,14
2/22/1992,4,Diamonds And Pearls,Prince And The N.P.G.,3,3,12
2/22/1992,5,Remember The Time,Michael Jackson,8,5,5
2/22/1992,6,Don't Let The Sun Go Down On Me,George Michael/Elton John,4,1,12
2/22/1992,7,Tell Me What You Want Me To Do,Tevin Campbell,7,7,16
2/22/1992,8,Smells Like Teen Spirit,Nirvana,9,6,12
2/22/1992,9,All 4 Love,Color Me Badd,6,1,16
2/22/1992,10,Finally,CeCe Peniston,11,5,22
2/22/1992,11,Can't Let Go,Mariah Carey,10,2,15
2/22/1992,12,The Way I Feel About You,Karyn White,13,12,13
2/22/1992,13,Mysterious Ways,U2,12,9,14
2/22/1992,14,Good For Me,Amy Grant,14,14,6
2/22/1992,15,Masterpiece,Atlantic Starr,19,15,4
2/22/1992,16,Vibeology,Paula Abdul,16,16,6
2/22/1992,17,2 Legit 2 Quit,M.C. Hammer,15,5,16
2/22/1992,18,Uhh Ahh,Boyz II Men,21,18,11
2/22/1992,19,Missing You Now,Michael Bolton,22,19,5
2/22/1992,20,Save The Best For Last,Vanessa Williams,27,20,4
2/22/1992,21,Keep It Comin',Keith Sweat,17,17,13
2/22/1992,22,Tears In Heaven,Eric Clapton,36,22,3
2/22/1992,23,I'll Get By,Eddie Money,23,23,10
2/22/1992,24,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,24,24,8
2/22/1992,25,I Can't Make You Love Me,Bonnie Raitt,18,18,14
2/22/1992,26,Justified And Ancient,The KLF Featuring Tammy Wynette,35,26,4
2/22/1992,27,I Can't Dance,Genesis,29,27,4
2/22/1992,28,Paper Doll,P.M. Dawn,28,28,6
2/22/1992,29,Black Or White,Michael Jackson,20,1,14
2/22/1992,30,Thinkin' Back,Color Me Badd,38,30,4
2/22/1992,31,Until Your Love Comes Back Around,RTZ,40,31,6
2/22/1992,32,What Becomes Of The Brokenhearted,Paul Young,42,32,4
2/22/1992,33,Beauty And The Beast,Celine Dion And Peabo Bryson,48,33,6
2/22/1992,34,Live And Let Die,Guns N' Roses,34,33,10
2/22/1992,35,There Will Never Be Another Tonight,Bryan Adams,31,31,10
2/22/1992,36,Addams Groove,M.C. Hammer,25,7,12
2/22/1992,37,Oochie Coochie,M.C. Brains,45,37,6
2/22/1992,38,No Son Of Mine,Genesis,26,12,17
2/22/1992,39,Move Any Mountain,The Shamen,46,39,11
2/22/1992,40,Set Adrift On Memory Bliss,P.M. Dawn,33,1,19
2/22/1992,41,Is It Good To You,Heavy D & The Boyz,41,32,14
2/22/1992,42,On A Sunday Afternoon,Lighter Shade Of Brown,43,39,13
2/22/1992,43,Broken Arrow,Rod Stewart,37,20,19
2/22/1992,44,Kiss You Back,Digital Underground,52,40,15
2/22/1992,45,Hearts Don't Think (They Feel),Natural Selection,32,28,12
2/22/1992,46,A Deeper Love/Pride In The Name Of Love,Clivilles & Cole,54,46,7
2/22/1992,47,Too Blind To See It,Kym Sims,44,38,15
2/22/1992,48,Stay,Jodeci,50,46,8
2/22/1992,49,I've Got A Lot To Learn About Love,The Storm,39,26,18
2/22/1992,50,Again Tonight,John Mellencamp,56,50,4
2/15/1992,1,I'm Too Sexy,Right Said Fred,1,1,9
2/15/1992,2,I Love Your Smile,Shanice,2,2,13
2/15/1992,3,Diamonds And Pearls,Prince And The N.P.G.,4,3,11
2/15/1992,4,Don't Let The Sun Go Down On Me,George Michael/Elton John,3,1,11
2/15/1992,5,To Be With You,Mr. Big,8,5,9
2/15/1992,6,All 4 Love,Color Me Badd,5,1,15
2/15/1992,7,Tell Me What You Want Me To Do,Tevin Campbell,10,7,15
2/15/1992,8,Remember The Time,Michael Jackson,13,8,4
2/15/1992,9,Smells Like Teen Spirit,Nirvana,6,6,11
2/15/1992,10,Can't Let Go,Mariah Carey,7,2,14
2/15/1992,11,Finally,CeCe Peniston,9,5,21
2/15/1992,12,Mysterious Ways,U2,11,9,13
2/15/1992,13,The Way I Feel About You,Karyn White,12,12,12
2/15/1992,14,Good For Me,Amy Grant,17,14,5
2/15/1992,15,2 Legit 2 Quit,M.C. Hammer,14,5,15
2/15/1992,16,Vibeology,Paula Abdul,16,16,5
2/15/1992,17,Keep It Comin',Keith Sweat,18,17,12
2/15/1992,18,I Can't Make You Love Me,Bonnie Raitt,19,18,13
2/15/1992,19,Masterpiece,Atlantic Starr,26,19,3
2/15/1992,20,Black Or White,Michael Jackson,15,1,13
2/15/1992,21,Uhh Ahh,Boyz II Men,25,21,10
2/15/1992,22,Missing You Now,Michael Bolton,27,22,4
2/15/1992,23,I'll Get By,Eddie Money,23,23,9
2/15/1992,24,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,38,24,7
2/15/1992,25,Addams Groove,M.C. Hammer,20,7,11
2/15/1992,26,No Son Of Mine,Genesis,21,12,16
2/15/1992,27,Save The Best For Last,Vanessa Williams,64,27,3
2/15/1992,28,Paper Doll,P.M. Dawn,37,28,5
2/15/1992,29,I Can't Dance,Genesis,43,29,3
2/15/1992,30,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,24,2,22
2/15/1992,31,There Will Never Be Another Tonight,Bryan Adams,32,31,9
2/15/1992,32,Hearts Don't Think (They Feel),Natural Selection,28,28,11
2/15/1992,33,Set Adrift On Memory Bliss,P.M. Dawn,22,1,18
2/15/1992,34,Live And Let Die,Guns N' Roses,33,33,9
2/15/1992,35,Justified And Ancient,The KLF Featuring Tammy Wynette,53,35,3
2/15/1992,36,Tears In Heaven,Eric Clapton,81,36,2
2/15/1992,37,Broken Arrow,Rod Stewart,31,20,18
2/15/1992,38,Thinkin' Back,Color Me Badd,59,38,3
2/15/1992,39,I've Got A Lot To Learn About Love,The Storm,29,26,17
2/15/1992,40,Until Your Love Comes Back Around,RTZ,50,40,5
2/15/1992,41,Is It Good To You,Heavy D & The Boyz,34,32,13
2/15/1992,42,What Becomes Of The Brokenhearted,Paul Young,52,42,3
2/15/1992,43,On A Sunday Afternoon,Lighter Shade Of Brown,39,39,12
2/15/1992,44,Too Blind To See It,Kym Sims,41,38,14
2/15/1992,45,Oochie Coochie,M.C. Brains,57,45,5
2/15/1992,46,Move Any Mountain,The Shamen,51,46,10
2/15/1992,47,Wildside,Marky Mark & The Funky Bunch,30,10,15
2/15/1992,48,Beauty And The Beast,Celine Dion And Peabo Bryson,72,48,5
2/15/1992,49,Love Me All Up,Stacy Earl,35,26,14
2/15/1992,50,Stay,Jodeci,46,46,7
2/8/1992,1,I'm Too Sexy,Right Said Fred,6,1,8
2/8/1992,2,I Love Your Smile,Shanice,2,2,12
2/8/1992,3,Don't Let The Sun Go Down On Me,George Michael/Elton John,1,1,10
2/8/1992,4,Diamonds And Pearls,Prince And The N.P.G.,4,4,10
2/8/1992,5,All 4 Love,Color Me Badd,3,1,14
2/8/1992,6,Smells Like Teen Spirit,Nirvana,8,6,10
2/8/1992,7,Can't Let Go,Mariah Carey,5,2,13
2/8/1992,8,To Be With You,Mr. Big,14,8,8
2/8/1992,9,Finally,CeCe Peniston,7,5,20
2/8/1992,10,Tell Me What You Want Me To Do,Tevin Campbell,10,10,14
2/8/1992,11,Mysterious Ways,U2,11,9,12
2/8/1992,12,The Way I Feel About You,Karyn White,12,12,11
2/8/1992,13,Remember The Time,Michael Jackson,20,13,3
2/8/1992,14,2 Legit 2 Quit,M.C. Hammer,13,5,14
2/8/1992,15,Black Or White,Michael Jackson,9,1,12
2/8/1992,16,Vibeology,Paula Abdul,25,16,4
2/8/1992,17,Good For Me,Amy Grant,22,17,4
2/8/1992,18,Keep It Comin',Keith Sweat,19,18,11
2/8/1992,19,I Can't Make You Love Me,Bonnie Raitt,21,19,12
2/8/1992,20,Addams Groove,M.C. Hammer,16,7,10
2/8/1992,21,No Son Of Mine,Genesis,15,12,15
2/8/1992,22,Set Adrift On Memory Bliss,P.M. Dawn,18,1,17
2/8/1992,23,I'll Get By,Eddie Money,30,23,8
2/8/1992,24,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,17,2,21
2/8/1992,25,Uhh Ahh,Boyz II Men,29,25,9
2/8/1992,26,Masterpiece,Atlantic Starr,39,26,2
2/8/1992,27,Missing You Now,Michael Bolton,45,27,3
2/8/1992,28,Hearts Don't Think (They Feel),Natural Selection,31,28,10
2/8/1992,29,I've Got A Lot To Learn About Love,The Storm,26,26,16
2/8/1992,30,Wildside,Marky Mark & The Funky Bunch,23,10,14
2/8/1992,31,Broken Arrow,Rod Stewart,24,20,17
2/8/1992,32,There Will Never Be Another Tonight,Bryan Adams,36,32,8
2/8/1992,33,Live And Let Die,Guns N' Roses,42,33,8
2/8/1992,34,Is It Good To You,Heavy D & The Boyz,34,32,12
2/8/1992,35,Love Me All Up,Stacy Earl,27,26,13
2/8/1992,36,That's What Love Is For,Amy Grant,28,7,20
2/8/1992,37,Paper Doll,P.M. Dawn,49,37,4
2/8/1992,38,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,47,38,6
2/8/1992,39,On A Sunday Afternoon,Lighter Shade Of Brown,43,39,11
2/8/1992,40,Live For Loving You,Gloria Estefan,33,22,18
2/8/1992,41,Too Blind To See It,Kym Sims,38,38,13
2/8/1992,42,When A Man Loves A Woman,Michael Bolton,35,1,18
2/8/1992,43,I Can't Dance,Genesis,78,43,2
2/8/1992,44,In My Dreams,The Party,37,34,13
2/8/1992,45,Keep Coming Back,Richard Marx,32,12,15
2/8/1992,46,Stay,Jodeci,59,46,6
2/8/1992,47,The Unforgiven,Metallica,50,35,10
2/8/1992,48,Forever My Lady,Jodeci,40,25,16
2/8/1992,49,I Wanna Be Your Girl,Icy Blu,52,46,15
2/8/1992,50,Until Your Love Comes Back Around,RTZ,61,50,4
2/1/1992,1,Don't Let The Sun Go Down On Me,George Michael/Elton John,3,1,9
2/1/1992,2,I Love Your Smile,Shanice,7,2,11
2/1/1992,3,All 4 Love,Color Me Badd,1,1,13
2/1/1992,4,Diamonds And Pearls,Prince And The N.P.G.,6,4,9
2/1/1992,5,Can't Let Go,Mariah Carey,2,2,12
2/1/1992,6,I'm Too Sexy,Right Said Fred,10,6,7
2/1/1992,7,Finally,CeCe Peniston,5,5,19
2/1/1992,8,Smells Like Teen Spirit,Nirvana,8,6,9
2/1/1992,9,Black Or White,Michael Jackson,4,1,11
2/1/1992,10,Tell Me What You Want Me To Do,Tevin Campbell,12,10,13
2/1/1992,11,Mysterious Ways,U2,9,9,11
2/1/1992,12,The Way I Feel About You,Karyn White,14,12,10
2/1/1992,13,2 Legit 2 Quit,M.C. Hammer,11,5,13
2/1/1992,14,To Be With You,Mr. Big,23,14,7
2/1/1992,15,No Son Of Mine,Genesis,13,12,14
2/1/1992,16,Addams Groove,M.C. Hammer,16,7,9
2/1/1992,17,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,15,2,20
2/1/1992,18,Set Adrift On Memory Bliss,P.M. Dawn,17,1,16
2/1/1992,19,Keep It Comin',Keith Sweat,19,19,10
2/1/1992,20,Remember The Time,Michael Jackson,53,20,2
2/1/1992,21,I Can't Make You Love Me,Bonnie Raitt,29,21,11
2/1/1992,22,Good For Me,Amy Grant,32,22,3
2/1/1992,23,Wildside,Marky Mark & The Funky Bunch,18,10,13
2/1/1992,24,Broken Arrow,Rod Stewart,20,20,16
2/1/1992,25,Vibeology,Paula Abdul,45,25,3
2/1/1992,26,I've Got A Lot To Learn About Love,The Storm,28,26,15
2/1/1992,27,Love Me All Up,Stacy Earl,26,26,12
2/1/1992,28,That's What Love Is For,Amy Grant,21,7,19
2/1/1992,29,Uhh Ahh,Boyz II Men,30,29,8
2/1/1992,30,I'll Get By,Eddie Money,39,30,7
2/1/1992,31,Hearts Don't Think (They Feel),Natural Selection,33,31,9
2/1/1992,32,Keep Coming Back,Richard Marx,25,12,14
2/1/1992,33,Live For Loving You,Gloria Estefan,24,22,17
2/1/1992,34,Is It Good To You,Heavy D & The Boyz,36,32,11
2/1/1992,35,When A Man Loves A Woman,Michael Bolton,22,1,17
2/1/1992,36,There Will Never Be Another Tonight,Bryan Adams,42,36,7
2/1/1992,37,In My Dreams,The Party,34,34,12
2/1/1992,38,Too Blind To See It,Kym Sims,41,38,12
2/1/1992,39,Masterpiece,Atlantic Starr,,39,1
2/1/1992,40,Forever My Lady,Jodeci,35,25,15
2/1/1992,41,Blowing Kisses In The Wind,Paula Abdul,27,6,16
2/1/1992,42,Live And Let Die,Guns N' Roses,48,41,7
2/1/1992,43,On A Sunday Afternoon,Lighter Shade Of Brown,51,43,10
2/1/1992,44,Send Me An Angel,Scorpions,44,44,13
2/1/1992,45,Missing You Now,Michael Bolton,79,45,2
2/1/1992,46,Don't Cry,Guns N' Roses,40,10,20
2/1/1992,47,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,59,47,5
2/1/1992,48,Change,Lisa Stansfield,31,27,14
2/1/1992,49,Paper Doll,P.M. Dawn,66,49,3
2/1/1992,50,The Unforgiven,Metallica,50,35,9
1/25/1992,1,All 4 Love,Color Me Badd,2,1,12
1/25/1992,2,Can't Let Go,Mariah Carey,3,2,11
1/25/1992,3,Don't Let The Sun Go Down On Me,George Michael/Elton John,4,3,8
1/25/1992,4,Black Or White,Michael Jackson,1,1,10
1/25/1992,5,Finally,CeCe Peniston,5,5,18
1/25/1992,6,Diamonds And Pearls,Prince And The N.P.G.,6,6,8
1/25/1992,7,I Love Your Smile,Shanice,7,7,10
1/25/1992,8,Smells Like Teen Spirit,Nirvana,9,6,8
1/25/1992,9,Mysterious Ways,U2,15,9,10
1/25/1992,10,I'm Too Sexy,Right Said Fred,31,10,6
1/25/1992,11,2 Legit 2 Quit,M.C. Hammer,11,5,12
1/25/1992,12,Tell Me What You Want Me To Do,Tevin Campbell,16,12,12
1/25/1992,13,No Son Of Mine,Genesis,12,12,13
1/25/1992,14,The Way I Feel About You,Karyn White,17,14,9
1/25/1992,15,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,8,2,19
1/25/1992,16,Addams Groove,M.C. Hammer,10,7,8
1/25/1992,17,Set Adrift On Memory Bliss,P.M. Dawn,13,1,15
1/25/1992,18,Wildside,Marky Mark & The Funky Bunch,14,10,12
1/25/1992,19,Keep It Comin',Keith Sweat,26,19,9
1/25/1992,20,Broken Arrow,Rod Stewart,22,20,15
1/25/1992,21,That's What Love Is For,Amy Grant,20,7,18
1/25/1992,22,When A Man Loves A Woman,Michael Bolton,19,1,16
1/25/1992,23,To Be With You,Mr. Big,50,23,6
1/25/1992,24,Live For Loving You,Gloria Estefan,23,22,16
1/25/1992,25,Keep Coming Back,Richard Marx,21,12,13
1/25/1992,26,Love Me All Up,Stacy Earl,30,26,11
1/25/1992,27,Blowing Kisses In The Wind,Paula Abdul,18,6,15
1/25/1992,28,I've Got A Lot To Learn About Love,The Storm,34,28,14
1/25/1992,29,I Can't Make You Love Me,Bonnie Raitt,39,29,10
1/25/1992,30,Uhh Ahh,Boyz II Men,35,30,7
1/25/1992,31,Change,Lisa Stansfield,27,27,13
1/25/1992,32,Good For Me,Amy Grant,69,32,2
1/25/1992,33,Hearts Don't Think (They Feel),Natural Selection,46,33,8
1/25/1992,34,In My Dreams,The Party,44,34,11
1/25/1992,35,Forever My Lady,Jodeci,29,25,14
1/25/1992,36,Is It Good To You,Heavy D & The Boyz,32,32,10
1/25/1992,37,O.P.P.,Naughty By Nature,28,6,21
1/25/1992,38,Can't Stop This Thing We Started,Bryan Adams,25,2,20
1/25/1992,39,I'll Get By,Eddie Money,54,39,6
1/25/1992,40,Don't Cry,Guns N' Roses,24,10,19
1/25/1992,41,Too Blind To See It,Kym Sims,47,41,11
1/25/1992,42,There Will Never Be Another Tonight,Bryan Adams,55,42,6
1/25/1992,43,Save Up All Your Tears,Cher,40,37,15
1/25/1992,44,Send Me An Angel,Scorpions,48,44,12
1/25/1992,45,Vibeology,Paula Abdul,65,45,2
1/25/1992,46,Spending My Time,Roxette,38,32,14
1/25/1992,47,Set The Night To Music,Roberta Flack With Maxi Priest,36,6,19
1/25/1992,48,Live And Let Die,Guns N' Roses,41,41,6
1/25/1992,49,Home Sweet Home,Motley Crue,37,37,12
1/25/1992,50,The Unforgiven,Metallica,43,35,8
1/18/1992,1,Black Or White,Michael Jackson,1,1,9
1/18/1992,2,All 4 Love,Color Me Badd,2,2,11
1/18/1992,3,Can't Let Go,Mariah Carey,3,3,10
